Date,Latitude,Longitude
07-12-12,4.47492,6.13286
08-12-12,5.77944,5.47861
08-12-12,4.53689,6.66353
08-12-12,5.78464,5.84928
08-12-12,4.95847,6.50875
09-12-12,4.49186,6.08494
09-12-12,4.49072,6.08708
09-12-12,4.47469,6.12003
10-12-12,7.35289,6.39061
10-12-12,7.04372,6.27047
10-12-12,5.25908,6.57756
11-12-12,5.10928,7.01647
12-12-12,6.06694,5.70633
12-12-12,4.73953,5.97539
15-12-12,4.85469,7.14053
15-12-12,4.72000,7.22358
16-12-12,5.55131,6.01822
16-12-12,5.42089,6.68958
16-12-12,4.74561,6.02817
17-12-12,4.50547,6.68794
18-12-12,5.50792,5.47628
18-12-12,5.68417,6.51889
19-12-12,4.55683,5.91956
19-12-12,4.51853,6.02233
19-12-12,4.51411,6.02933
20-12-12,4.88703,7.18861
22-12-12,4.50725,6.04789
23-12-12,5.10092,6.50878
23-12-12,5.10031,6.49761
23-12-12,4.55697,5.91944
26-12-12,4.43350,6.32347
26-12-12,5.10036,6.49761
27-12-12,5.66894,6.50839
28-12-12,5.68750,6.52033
28-12-12,5.68722,6.52008
28-12-12,5.68625,6.51989
28-12-12,5.68353,6.51956
29-12-12,5.45719,6.69644
29-12-12,4.40994,6.25022
30-12-12,4.55600,6.97575
31-12-12,5.51611,6.07042
01-01-13,4.76769,6.10453
02-01-13,5.24011,6.63678
02-01-13,4.47139,6.25847
02-01-13,4.46889,6.25842
06-01-13,4.40158,6.34319
07-01-13,4.77378,7.20739
07-01-13,4.65517,6.07183
08-01-13,4.48514,6.09606
09-01-13,4.64886,7.27722
09-01-13,5.49106,6.70664
10-01-13,5.10364,6.48417
10-01-13,5.10139,6.49222
12-01-13,4.27557,8.14733
12-01-13,4.90878,5.66367
12-01-13,4.88986,7.17561
12-01-13,4.51389,6.02917
12-01-13,4.51267,6.03172
13-01-13,5.10903,6.47672
14-01-13,7.04094,6.26778
14-01-13,5.10903,6.47672
15-01-13,5.10078,6.49511
15-01-13,4.48936,6.08969
18-01-13,5.62203,6.80428
19-01-13,4.55689,7.03436
22-01-13,5.53664,6.71572
22-01-13,4.81242,5.72864
22-01-13,4.73361,5.84667
23-01-13,4.82314,5.71214
24-01-13,4.79078,5.75639
24-01-13,4.79053,5.75719
27-01-13,4.91989,5.74356
27-01-13,5.46250,6.64375
28-01-13,4.54200,5.96250
28-01-13,5.62203,6.80428
29-01-13,4.40050,8.12083
31-01-13,4.53708,5.97958
31-01-13,4.53475,5.98783
01-02-13,4.52925,6.49919
02-02-13,5.45714,6.71322
02-02-13,5.61631,6.81786
03-02-13,5.88972,5.61292
03-02-13,4.28854,8.22819
03-02-13,4.25143,8.22450
05-02-13,5.08967,6.50919
08-02-13,4.98267,7.02394
08-02-13,5.54800,5.53239
09-02-13,5.24817,6.62436
11-02-13,5.43633,5.84683
11-02-13,5.44892,6.63567
12-02-13,4.47494,6.13019
12-02-13,4.47464,6.11983
13-02-13,4.89022,7.12486
13-02-13,4.65231,6.08433
13-02-13,4.55872,6.70889
13-02-13,4.33053,6.28161
14-02-13,5.13056,6.45483
14-02-13,5.12978,6.45544
14-02-13,5.13114,6.45422
15-02-13,5.64081,6.61856
15-02-13,5.13761,6.44953
15-02-13,5.12978,6.45544
15-02-13,5.12928,6.45583
15-02-13,5.10383,6.47767
17-02-13,5.50511,6.70969
17-02-13,4.81489,5.96028
21-02-13,4.89467,7.17706
21-02-13,4.23215,8.14611
22-02-13,4.43964,6.32078
23-02-13,5.10214,6.72453
23-02-13,5.17078,6.44406
23-02-13,4.49903,6.06992
23-02-13,4.49392,6.08103
24-02-13,5.45094,6.69769
24-02-13,4.49125,6.08708
25-02-13,4.81325,6.11839
25-02-13,4.50669,6.05022
25-02-13,4.62167,6.80111
26-02-13,4.56106,6.75161
26-02-13,5.90225,5.57356
26-02-13,4.48936,6.08969
27-02-13,5.40017,6.00028
28-02-13,5.47583,6.03778
28-02-13,4.54161,5.96408
01-03-13,5.16961,6.44386
01-03-13,5.16508,6.44067
01-03-13,4.60406,6.33761
01-03-13,4.54294,5.95847
02-03-13,5.31628,6.78775
02-03-13,4.98075,7.02422
03-03-13,4.56789,6.86142
05-03-13,4.93675,6.95964
05-03-13,5.70619,6.53850
05-03-13,5.67581,6.51528
09-03-13,5.09883,6.54678
09-03-13,4.98208,7.16903
10-03-13,4.97914,7.17978
10-03-13,4.40003,6.34169
10-03-13,5.62631,6.79525
12-03-13,5.13633,6.46783
12-03-13,5.87361,5.11528
13-03-13,4.93658,7.05417
13-03-13,4.83944,7.12036
14-03-13,5.27064,6.68850
14-03-13,5.40761,6.63381
15-03-13,5.24056,6.77006
15-03-13,5.43778,5.78306
16-03-13,6.70833,6.16175
16-03-13,4.47792,6.10306
17-03-13,6.07303,5.63347
17-03-13,4.49081,6.08708
17-03-13,4.48575,6.09606
17-03-13,5.78583,5.42694
18-03-13,4.78969,7.01106
19-03-13,5.38357,6.01682
19-03-13,4.35278,7.99911
20-03-13,4.59047,7.03933
20-03-13,5.60022,6.08028
20-03-13,4.46950,6.14364
21-03-13,5.24372,6.62583
21-03-13,5.24031,6.61364
21-03-13,7.17003,6.33033
22-03-13,5.57303,6.76075
22-03-13,5.44058,6.61211
23-03-13,4.53072,6.63058
26-03-13,4.91172,5.79414
26-03-13,4.87667,7.17261
26-03-13,5.44811,6.64831
26-03-13,4.55569,5.92150
27-03-13,4.68597,7.27775
27-03-13,4.48872,6.58917
27-03-13,5.36671,6.03354
27-03-13,5.45517,6.69122
28-03-13,7.30044,6.36453
28-03-13,7.24303,6.34658
29-03-13,5.66450,6.70403
29-03-13,5.40178,6.62433
29-03-13,5.10000,6.49764
30-03-13,4.34689,6.34703
01-04-13,4.98069,7.17856
01-04-13,5.44728,6.67558
01-04-13,5.40378,6.62214
01-04-13,5.38711,6.56339
02-04-13,4.49339,7.22147
03-04-13,5.38742,6.56164
03-04-13,5.17181,6.44381
04-04-13,4.33142,6.28264
05-04-13,4.94914,5.66919
06-04-13,4.97117,7.02567
07-04-13,5.59233,6.75969
08-04-13,5.72639,5.29556
08-04-13,5.20450,6.54992
08-04-13,4.85358,5.68047
10-04-13,5.19783,6.54369
10-04-13,5.88972,5.61281
10-04-13,5.55167,6.17433
10-04-13,4.85367,5.67994
12-04-13,4.98725,7.16097
12-04-13,4.45647,6.30853
12-04-13,5.11000,6.47467
13-04-13,5.38703,6.56636
16-04-13,4.56019,5.91819
16-04-13,4.16315,7.44456
17-04-13,4.57023,7.25507
18-04-13,5.36919,6.80003
18-04-13,5.10072,6.49519
22-04-13,6.03357,5.70012
23-04-13,4.30625,6.23956
24-04-13,4.85708,7.09972
24-04-13,4.49892,7.13578
24-04-13,5.44694,6.65992
25-04-13,4.52603,6.25675
25-04-13,4.49911,6.25736
26-04-13,5.19369,6.49308
26-04-13,4.99947,5.69753
26-04-13,4.94492,5.67397
26-04-13,5.56319,5.52564
26-04-13,5.56197,5.59481
28-04-13,5.42378,6.58447
29-04-13,4.49867,7.13631
29-04-13,5.21292,6.51761
29-04-13,4.57597,6.97542
29-04-13,4.56475,6.84561
29-04-13,4.56128,6.84561
02-05-13,5.25658,6.52322
02-05-13,5.40189,6.62444
02-05-13,4.54703,5.94322
03-05-13,6.92167,6.22881
03-05-13,5.45211,6.68547
03-05-13,5.44972,6.68106
03-05-13,5.44747,6.67694
03-05-13,5.44739,6.67531
03-05-13,5.42239,6.58447
03-05-13,4.40175,6.34336
04-05-13,5.45019,6.69247
05-05-13,5.62578,5.16431
05-05-13,5.66286,6.49622
05-05-13,5.45019,6.69247
05-05-13,5.09917,6.49758
05-05-13,4.33250,6.28367
06-05-13,6.04992,5.70758
06-05-13,4.53753,6.26011
06-05-13,4.42811,6.22519
07-05-13,5.44889,5.22456
07-05-13,5.51844,5.96922
07-05-13,5.45189,6.68494
07-05-13,5.16722,6.44214
08-05-13,4.54444,7.06750
08-05-13,4.55133,6.78086
08-05-13,5.55028,5.61668
08-05-13,5.45367,6.68842
08-05-13,4.51931,6.02111
08-05-13,5.61539,6.81914
09-05-13,4.85714,7.09967
09-05-13,4.85342,7.10400
09-05-13,4.85147,7.10619
09-05-13,4.51772,6.02364
10-05-13,4.84345,5.69475
10-05-13,4.51653,6.02556
10-05-13,4.51433,6.02897
11-05-13,5.24158,6.63889
11-05-13,4.51444,6.02883
12-05-13,5.38683,6.71042
12-05-13,4.51469,6.02850
13-05-13,5.09547,6.54608
13-05-13,5.09222,6.54392
14-05-13,4.50908,6.03994
15-05-13,5.45608,6.70672
15-05-13,4.50792,6.04522
15-05-13,4.40783,6.34942
16-05-13,4.57986,7.25289
16-05-13,5.88972,5.61286
16-05-13,4.50667,6.05047
17-05-13,5.45614,6.70653
17-05-13,4.49911,6.25742
09-06-13,4.58478,7.25622
11-06-13,5.52769,5.54639
12-06-13,5.54972,6.05556
12-06-13,5.37756,6.03606
12-06-13,5.64569,6.66181
13-06-13,5.09522,6.49839
14-06-13,4.98333,5.50000
15-06-13,4.50908,6.03992
16-06-13,5.78000,5.47833
16-06-13,4.94567,6.93739
17-06-13,5.39000,6.65403
19-06-13,4.57469,7.25414
19-06-13,4.50964,6.03772
20-06-13,5.44694,6.65992
22-06-13,5.44664,6.65408
22-06-13,5.15756,6.43925
22-06-13,5.15319,6.44258
22-06-13,5.15319,6.44067
22-06-13,4.51475,6.02839
22-06-13,4.51269,6.03172
23-06-13,4.51514,6.02775
24-06-13,4.56664,6.27139
24-06-13,4.52600,6.25675
24-06-13,4.51675,6.02411
25-06-13,5.56681,5.20439
25-06-13,4.95481,6.79342
25-06-13,4.54803,5.94081
26-06-13,5.68194,5.27111
27-06-13,5.10317,6.48047
27-06-13,4.50183,6.06400
27-06-13,4.50178,6.06383
28-06-13,4.89883,7.05103
28-06-13,5.35931,6.15483
29-06-13,4.58703,7.25647
29-06-13,5.10333,6.48503
29-06-13,4.49064,6.08722
29-06-13,5.55864,6.76158
29-06-13,4.82028,7.15422
30-06-13,4.50669,6.05039
30-06-13,5.49164,6.70569
01-07-13,4.98014,7.18344
02-07-13,5.63331,5.15808
02-07-13,4.54347,5.95731
03-07-13,4.53694,5.98000
03-07-13,4.52828,6.00350
04-07-13,4.89572,7.05481
04-07-13,4.83072,7.15547
05-07-13,4.53708,5.97958
05-07-13,4.53486,5.98739
05-07-13,4.50492,6.05661
07-07-13,5.58528,6.70033
08-07-13,5.16575,6.47053
08-07-13,4.51925,6.02119
09-07-13,5.88583,5.13333
09-07-13,4.95375,6.83300
10-07-13,5.03192,6.69844
10-07-13,4.56108,7.25200
10-07-13,5.25919,6.57439
10-07-13,5.09489,6.49842
10-07-13,4.32353,6.27325
12-07-13,5.10386,6.47933
13-07-13,5.56214,6.05861
13-07-13,5.10322,6.47933
13-07-13,4.81636,5.72047
13-07-13,4.79044,5.75747
14-07-13,4.57944,7.25603
16-07-13,5.10294,6.48653
16-07-13,4.74983,5.82233
16-07-13,4.74983,5.82233
17-07-13,5.81167,5.21942
17-07-13,5.47931,5.46197
18-07-13,4.47833,7.20619
18-07-13,5.38675,6.56542
20-07-13,4.53689,5.98022
20-07-13,4.52392,6.01175
20-07-13,4.63667,6.82694
21-07-13,4.51928,6.02111
21-07-13,4.50897,6.04039
22-07-13,4.54303,5.95833
22-07-13,4.54247,5.96081
22-07-13,4.34567,7.67833
23-07-13,4.54247,5.96081
23-07-13,6.07453,5.62267
23-07-13,5.40308,6.62272
24-07-13,5.91242,5.09288
24-07-13,5.54750,6.03894
24-07-13,4.49783,6.07264
25-07-13,4.96908,7.18514
27-07-13,4.53472,5.98775
27-07-13,4.50261,6.02111
28-07-13,4.53717,5.97969
28-07-13,4.51339,7.23106
29-07-13,4.99497,7.17614
29-07-13,4.98222,7.17856
29-07-13,4.87131,6.39244
30-07-13,4.52725,6.95836
30-07-13,5.44903,6.63694
30-07-13,5.44892,6.60311
30-07-13,4.15000,7.49083
31-07-13,5.11900,6.48717
31-07-13,4.48192,6.09942
01-08-13,4.54772,5.94119
01-08-13,4.54703,5.94339
01-08-13,4.54308,5.95850
01-08-13,4.23215,8.14611
02-08-13,5.54800,5.53239
03-08-13,5.13839,5.38597
03-08-13,5.13839,5.38597
03-08-13,4.48694,5.55944
05-08-13,4.98081,7.17033
05-08-13,5.10011,6.50422
05-08-13,4.09028,8.01917
07-08-13,4.55061,7.06058
07-08-13,5.10014,6.49239
08-08-13,4.88575,7.19489
08-08-13,5.10014,6.50422
08-08-13,4.40103,6.34264
09-08-13,5.14689,6.45861
09-08-13,4.68692,7.27783
09-08-13,4.52628,6.00764
10-08-13,5.46075,5.41042
10-08-13,5.46075,5.41034
11-08-13,4.53700,5.97950
12-08-13,5.11900,6.48717
12-08-13,5.25925,6.57664
12-08-13,4.53481,5.98803
13-08-13,5.41861,5.82219
13-08-13,5.25719,6.52247
14-08-13,4.54294,5.95828
14-08-13,5.60021,6.83337
14-08-13,5.51274,6.83551
16-08-13,5.62911,6.66819
17-08-13,4.23215,8.14611
18-08-13,4.55600,7.00256
18-08-13,4.83164,6.18917
18-08-13,4.68075,7.27689
19-08-13,4.70328,5.91889
20-08-13,4.77892,6.44847
21-08-13,4.54372,6.69381
21-08-13,5.44528,6.69661
21-08-13,4.52661,6.00711
22-08-13,4.51867,7.10611
22-08-13,6.84394,6.20639
22-08-13,4.81239,5.72861
22-08-13,4.69394,5.92050
22-08-13,4.67825,5.90367
22-08-13,4.67775,5.90400
22-08-13,4.52614,6.00803
23-08-13,5.46017,6.72075
23-08-13,4.61864,6.19528
23-08-13,4.43925,6.20675
24-08-13,4.73628,6.88328
24-08-13,4.80589,5.73517
24-08-13,4.54767,5.94128
24-08-13,4.44364,6.20194
25-08-13,4.52589,6.00789
26-08-13,4.53708,5.97958
27-08-13,5.10758,6.53481
27-08-13,4.45747,6.17528
27-08-13,4.18800,8.22417
28-08-13,4.80658,6.10169
28-08-13,5.44742,6.67497
28-08-13,4.50775,6.04597
29-08-13,4.50664,6.05047
30-08-13,4.55422,7.00558
30-08-13,4.49914,6.07017
01-09-13,4.54292,5.95856
01-09-13,5.25719,6.52250
02-09-13,4.54311,5.95800
03-09-13,5.40661,6.66744
03-09-13,5.39608,6.63267
03-09-13,5.38547,6.61933
03-09-13,4.54764,5.94128
06-09-13,4.67547,7.27664
06-09-13,4.82344,5.71194
06-09-13,4.82253,5.71306
07-09-13,4.82344,5.71194
08-09-13,4.85783,5.68106
08-09-13,4.77208,5.79042
08-09-13,4.77100,5.79206
09-09-13,5.17194,5.15944
10-09-13,4.59242,7.25719
10-09-13,4.32294,6.27272
10-09-13,4.25890,8.18500
11-09-13,4.99175,7.19522
11-09-13,4.56622,6.90289
11-09-13,5.43544,5.86175
12-09-13,4.55706,7.06156
12-09-13,4.67775,5.90400
13-09-13,4.98669,7.17661
13-09-13,5.56742,5.20461
13-09-13,5.25711,6.52275
13-09-13,4.69506,5.91989
13-09-13,4.69389,5.92039
14-09-13,5.46636,6.69847
14-09-13,5.38811,6.55744
15-09-13,4.53246,6.62939
16-09-13,4.52606,6.00775
17-09-13,4.98667,7.17658
17-09-13,4.94644,7.18483
17-09-13,4.48189,7.19889
17-09-13,4.52478,6.00531
18-09-13,5.11103,6.55742
19-09-13,5.68619,6.51897
19-09-13,5.68272,6.51869
19-09-13,4.71075,5.96953
19-09-13,4.54764,5.94117
19-09-13,4.46422,6.16253
20-09-13,4.53469,5.98803
20-09-13,4.50900,6.04014
20-09-13,4.43175,6.26942
21-09-13,5.10003,6.50022
22-09-13,4.88542,5.62900
22-09-13,5.45264,6.63119
22-09-13,4.51492,6.02808
23-09-13,5.10419,6.55517
23-09-13,4.50192,7.22128
23-09-13,4.52636,6.00753
24-09-13,5.15167,6.55011
24-09-13,4.49794,6.07244
27-09-13,4.26647,8.20699
28-09-13,5.20331,6.51669
29-09-13,5.56073,5.20268
29-09-13,4.52597,6.00783
30-09-13,5.17194,5.15944
30-09-13,5.10364,6.48411
01-10-13,7.14239,6.32200
01-10-13,4.52400,6.01200
02-10-13,5.44833,6.64639
02-10-13,4.15000,7.49083
04-10-13,5.55167,6.17433
04-10-13,4.54311,5.95808
05-10-13,5.44822,6.64694
05-10-13,4.52586,6.00778
05-10-13,4.06728,6.26850
06-10-13,4.96961,7.17736
06-10-13,5.44914,6.63747
07-10-13,4.53825,6.26850
09-10-13,4.69622,5.92369
09-10-13,4.74472,7.24400
09-10-13,4.69219,7.27664
09-10-13,4.53706,5.97942
09-10-13,4.53692,5.98028
09-10-13,4.51475,6.02836
10-10-13,5.12019,6.48306
10-10-13,4.53936,5.97161
10-10-13,4.53475,5.98775
12-10-13,4.49356,6.08178
12-10-13,4.78386,7.14678
12-10-13,4.50778,6.04600
12-10-13,4.37467,6.32164
13-10-13,4.49794,6.07242
13-10-13,5.40794,6.61672
13-10-13,4.50639,6.05144
13-10-13,4.49794,6.07242
14-10-13,5.44672,6.69672
14-10-13,4.50897,6.04017
14-10-13,4.49989,6.25711
14-10-13,4.49878,6.07053
14-10-13,4.52603,6.00789
14-10-13,4.60969,7.26333
15-10-13,5.62783,5.16247
15-10-13,4.52603,6.00789
15-10-13,4.50797,6.04528
16-10-13,4.54253,5.96047
16-10-13,4.52578,6.00789
17-10-13,5.54847,5.19967
17-10-13,4.69014,7.27814
17-10-13,4.52400,6.01156
17-10-13,5.62763,5.20942
18-10-13,5.40811,6.61656
18-10-13,4.50897,6.04017
18-10-13,4.46950,6.14367
19-10-13,5.11900,6.48717
19-10-13,4.78389,7.14678
19-10-13,4.50906,6.04008
19-10-13,4.50669,6.05047
20-10-13,4.52597,6.00783
20-10-13,4.47031,6.14033
20-10-13,4.52639,6.73500
21-10-13,4.56872,7.00022
21-10-13,4.52406,6.01150
22-10-13,5.44858,6.66347
22-10-13,5.44853,6.66156
22-10-13,4.54294,5.95853
23-10-13,4.71331,7.28050
25-10-13,4.56419,7.00050
25-10-13,4.52422,6.01211
25-10-13,4.52406,6.01158
26-10-13,5.52586,6.05706
26-10-13,4.93003,7.18458
26-10-13,5.16542,6.44089
26-10-13,5.16392,6.43978
26-10-13,4.52608,6.00792
27-10-13,4.50908,6.04003
28-10-13,5.16392,6.43978
28-10-13,4.51489,6.02817
29-10-13,5.44097,5.82683
29-10-13,4.94478,6.93967
29-10-13,4.79114,5.75500
29-10-13,4.50100,6.02364
29-10-13,4.47497,6.12947
30-10-13,4.84581,7.15733
30-10-13,4.52608,6.02458
30-10-13,4.51767,6.02364
31-10-13,4.54772,6.97822
31-10-13,5.40733,6.57211
31-10-13,4.74989,5.82228
31-10-13,4.57633,5.95853
31-10-13,4.54300,5.95853
01-11-13,4.49919,6.06964
02-11-13,5.40100,6.62675
02-11-13,5.46306,5.84683
02-11-13,5.15369,6.45272
02-11-13,5.43631,5.84681
04-11-13,4.71000,7.23442
05-11-13,4.49275,6.08328
06-11-13,4.65564,7.27683
06-11-13,4.62931,7.27681
06-11-13,4.52608,6.00792
07-11-13,5.00792,5.69161
07-11-13,4.52353,6.01386
08-11-13,5.62764,5.20939
08-11-13,4.68847,7.25717
08-11-13,4.53717,5.97936
08-11-13,4.53711,5.97950
08-11-13,4.53061,6.25803
08-11-13,4.52353,6.01386
09-11-13,4.97994,7.17567
09-11-13,5.78892,5.85106
09-11-13,4.53383,6.25903
10-11-13,5.24908,6.62631
10-11-13,5.02500,6.53750
10-11-13,4.54283,5.95853
10-11-13,4.49394,6.08103
11-11-13,5.13544,6.45117
11-11-13,4.50147,6.06469
11-11-13,4.44581,6.35558
12-11-13,4.51467,6.02853
12-11-13,4.83839,7.15639
12-11-13,4.51467,6.02853
12-11-13,4.51767,6.02364
13-11-13,4.54700,5.94328
15-11-13,5.66581,6.50322
15-11-13,4.50906,6.04000
16-11-13,5.86753,5.15906
16-11-13,4.47494,6.12919
17-11-13,4.78506,7.18808
17-11-13,4.56433,5.94114
18-11-13,5.66581,6.50322
18-11-13,4.99436,6.66831
18-11-13,4.77906,7.19836
18-11-13,4.52500,6.00792
19-11-13,5.41008,6.61403
19-11-13,5.36903,6.67481
19-11-13,4.48164,6.09972
20-11-13,4.52619,6.00789
21-11-13,4.65572,7.27686
21-11-13,4.54208,5.96244
21-11-13,4.53717,6.01161
21-11-13,4.52394,6.01161
21-11-13,4.51447,6.02881
22-11-13,4.52611,6.00789
22-11-13,4.56258,7.00078
22-11-13,4.51661,6.02553
23-11-13,4.53708,5.97958
23-11-13,4.51694,6.02531
24-11-13,5.57686,5.20694
24-11-13,5.57667,5.20694
24-11-13,4.50789,6.04111
25-11-13,4.51931,6.02108
25-11-13,5.63097,6.67378
25-11-13,5.62894,6.66769
26-11-13,4.54053,6.69064
26-11-13,5.44828,6.64692
27-11-13,4.50906,6.04008
27-11-13,4.53164,6.82008
27-11-13,4.94306,5.68219
27-11-13,4.50172,6.06394
27-11-13,4.06717,6.26844
28-11-13,4.50878,6.04000
28-11-13,4.50878,6.04000
28-11-13,5.44814,6.62769
28-11-13,4.52592,6.00778
28-11-13,5.11844,6.66831
28-11-13,4.70997,7.23433
28-11-13,4.53717,5.97931
28-11-13,4.49914,6.06961
29-11-13,4.50636,6.05025
29-11-13,4.52411,6.01139
29-11-13,4.49914,6.06961
30-11-13,4.51511,6.02778
01-12-13,4.54256,5.95983
02-12-13,5.15072,6.62992
02-12-13,4.85639,7.09872
02-12-13,4.55028,6.81417
02-12-13,4.78406,7.14744
03-12-13,5.39603,6.61389
04-12-13,4.52631,6.00769
04-12-13,5.17069,5.16408
04-12-13,4.88425,5.85142
04-12-13,5.17061,5.16417
05-12-13,5.64200,6.61492
06-12-13,4.52603,6.00783
06-12-13,4.54258,5.95986
06-12-13,4.54300,5.95853
06-12-13,6.13958,5.98203
08-12-13,4.52406,6.01206
09-12-13,4.51653,6.02564
09-12-13,5.61367,5.17464
09-12-13,5.43511,5.87806
09-12-13,4.70331,5.96806
10-12-13,4.52639,6.00744
10-12-13,4.67586,5.96103
10-12-13,4.85450,7.13583
11-12-13,4.83994,7.11967
11-12-13,4.51264,6.03225
11-12-13,4.10555,7.62398
11-12-13,4.54508,8.14667
11-12-13,5.39464,6.63408
12-12-13,4.52594,6.00781
12-12-13,4.54703,5.94361
12-12-13,4.52761,6.00492
13-12-13,4.67931,5.96167
13-12-13,4.50942,6.03847
14-12-13,5.09861,6.54611
14-12-13,4.52397,6.01164
14-12-13,6.07425,5.63672
14-12-13,5.10367,6.48403
15-12-13,6.09214,5.51975
16-12-13,4.72492,5.85803
16-12-13,5.57486,5.20733
16-12-13,4.52592,6.00225
17-12-13,4.52589,6.00781
17-12-13,4.52392,6.01181
17-12-13,5.45450,6.14169
17-12-13,5.45647,6.13892
17-12-13,5.53414,6.03669
17-12-13,4.73356,5.84667
18-12-13,4.52622,6.00800
18-12-13,5.63044,5.16042
19-12-13,4.53700,6.25997
